Name,Label,Owner,Ownership,Proof,Shanai,Kodomo,Type,SubType,Add1,Add2,Y,X,url,TEL,FAX,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,admitte0,admitte1,admitte2,admitte3,admitte4,admitte5,entry0,entry1,entry2,entry3,entry4,entry5,Vacancy,VacancyDate
文京こども園,文京こども園,,,,,,幼保連携型認定保育園,,,,36.075992,136.209242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経田こども園,経田こども園,,,,,,幼保連携型認定保育園,,,,36.083703,136.216316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
はちまんこども園,はちまんこども園,,,,,,幼保連携型認定保育園,,,,36.046049,136.207706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさむつこども園,あさむつこども園,,,,,,幼保連携型認定保育園,,,,36.027888,136.206929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園暁幼稚園,認定こども園暁幼稚園,,,,,,幼保連携型認定保育園,,,,36.050012,136.177301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園城之橋幼稚園,認定こども園城之橋幼稚園,,,,,,幼保連携型認定保育園,,,,36.061842,136.229026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園花園幼稚園,認定こども園花園幼稚園,,,,,,幼保連携型認定保育園,,,,36.07912,136.203291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゆりかご認定こども園,ゆりかご認定こども園,,,,,,幼保連携型認定保育園,,,,36.096313,136.212562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡保こども園,岡保こども園,,,,,,幼保連携型認定保育園,,,,36.050981,136.273296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日光こども園,日光こども園,,,,,,幼保連携型認定保育園,,,,36.072071,136.198183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゆきんこ光陽こども園,ゆきんこ光陽こども園,,,,,,幼保連携型認定保育園,,,,36.064624,136.201609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふじしま認定こども園,ふじしま認定こども園,,,,,,幼保連携型認定保育園,,,,36.066509,136.235942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中藤東こども園,中藤東こども園,,,,,,幼保連携型認定保育園,,,,36.097969,136.24042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園　聖三一幼稚園,認定こども園　聖三一幼稚園,,,,,,幼保連携型認定保育園,,,,36.069011,136.226349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園　光の子,認定こども園　光の子,,,,,,幼保連携型認定保育園,,,,36.07309,136.201282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
藤島幼稚園,藤島幼稚園,,,,,,幼保連携型認定保育園,,,,36.088944,136.217427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
さみどり保育園,さみどり保育園,,,,,,幼保連携型認定保育園,,,,35.651502,136.073457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新和さみどり保育園,新和さみどり保育園,,,,,,幼保連携型認定保育園,,,,35.63011,136.056194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第二早翠幼稚園,第二早翠幼稚園,,,,,,幼保連携型認定保育園,,,,35.632298,136.055255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小浜市浜っ子こども園,小浜市浜っ子こども園,,,,,,幼保連携型認定保育園,,,,35.499762,135.741578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
誓念寺こども園,誓念寺こども園,,,,,,幼保連携型認定保育園,,,,35.987826,136.493573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
誓念寺中野こども園,誓念寺中野こども園,,,,,,幼保連携型認定保育園,,,,35.9951,136.497198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いなやまこども園,いなやまこども園,,,,,,幼保連携型認定保育園,,,,35.971092,136.497134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いなほこども園,いなほこども園,,,,,,幼保連携型認定保育園,,,,35.973048,136.495126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
しろきこども園,しろきこども園,,,,,,幼保連携型認定保育園,,,,36.06943,136.502314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
きたこども園,きたこども園,,,,,,幼保連携型認定保育園,,,,36.064189,136.501503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上野こども園,上野こども園,,,,,,幼保連携型認定保育園,,,,36.083875,136.47528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鯖江市ゆたかこども園,鯖江市ゆたかこども園,,,,,,幼保連携型認定保育園,,,,35.942076,136.151328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あおいこども園,あおいこども園,,,,,,幼保連携型認定保育園,,,,35.977914,136.186786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北潟こども園,北潟こども園,,,,,,幼保連携型認定保育園,,,,36.261508,136.223346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
本荘こども園,本荘こども園,,,,,,幼保連携型認定保育園,,,,36.206855,136.195826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金津こども園,金津こども園,,,,,,幼保連携型認定保育園,,,,36.219432,136.229844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金津東こども園,金津東こども園,,,,,,幼保連携型認定保育園,,,,36.197716,136.27031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善久寺こども園,善久寺こども園,,,,,,幼保連携型認定保育園,,,,36.224767,136.190548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわら敬愛こども園,あわら敬愛こども園,,,,,,幼保連携型認定保育園,,,,36.221503,136.197153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
細呂木こども園,細呂木こども園,,,,,,幼保連携型認定保育園,,,,36.239992,136.254849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊井こども園,伊井こども園,,,,,,幼保連携型認定保育園,,,,36.196679,136.248979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙安寺こども園,妙安寺こども園,,,,,,幼保連携型認定保育園,,,,36.213713,136.229658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白藤こども園,白藤こども園,,,,,,幼保連携型認定保育園,,,,36.213355,136.231916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芦原こども園,芦原こども園,,,,,,幼保連携型認定保育園,,,,36.223948,136.203691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いちひめこども園,いちひめこども園,,,,,,幼保連携型認定保育園,,,,36.210691,136.2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園北日野,認定こども園北日野,,,,,,幼保連携型認定保育園,,,,35.888809,136.187647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園北新庄,認定こども園北新庄,,,,,,幼保連携型認定保育園,,,,35.913326,136.209186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園岡本,認定こども園岡本,,,,,,幼保連携型認定保育園,,,,35.908416,136.245037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園南中山,認定こども園南中山,,,,,,幼保連携型認定保育園,,,,35.929369,136.245857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園服間,認定こども園服間,,,,,,幼保連携型認定保育園,,,,35.935539,136.263946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園あわたべ,認定こども園あわたべ,,,,,,幼保連携型認定保育園,,,,35.913265,136.240402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安養寺こども園,安養寺こども園,,,,,,幼保連携型認定保育園,,,,35.912023,136.077611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浪花認定こども園,浪花認定こども園,,,,,,幼保連携型認定保育園,,,,35.907248,136.168716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
わかたけ認定こども園,わかたけ認定こども園,,,,,,幼保連携型認定保育園,,,,35.905853,136.146032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定東こども園,認定東こども園,,,,,,幼保連携型認定保育園,,,,35.900441,136.172521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神山認定こども園,神山認定こども園,,,,,,幼保連携型認定保育園,,,,35.889694,136.141919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園里山ほのか学園,認定こども園里山ほのか学園,,,,,,幼保連携型認定保育園,,,,35.924962,136.15002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
味真野保育園,味真野保育園,,,,,,幼保連携型認定保育園,,,,35.885911,136.226787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
坂井こども園,坂井こども園,,,,,,幼保連携型認定保育園,,,,36.165244,136.241181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雄島こども園,雄島こども園,,,,,,幼保連携型認定保育園,,,,36.238114,136.141193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園　三国ひかり,認定こども園　三国ひかり,,,,,,幼保連携型認定保育園,,,,36.203249,136.159693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
池田町なかよしこども園,池田町なかよしこども園,,,,,,幼保連携型認定保育園,,,,35.889147,136.339834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今庄なないろこども園,今庄なないろこども園,,,,,,幼保連携型認定保育園,,,,35.779362,136.198423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南条こども園,南条こども園,,,,,,幼保連携型認定保育園,,,,35.836163,136.194087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
名田庄こども園,名田庄こども園,,,,,,幼保連携型認定保育園,,,,35.398981,135.67449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
本郷こども園,本郷こども園,,,,,,幼保連携型認定保育園,,,,35.476763,135.621412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大島認定こども園,大島認定こども園,,,,,,幼保連携型認定保育園,,,,35.528032,135.647104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
